⑯⑴⒁②⑯⑵	abated
⑽⑰⑥②⑯⑪	hostel
⑽⒄⑥②⑭⑥	hostess
⑽⑰⑥②⒂⑪	hostile
⑽⒄⑥②⑬⑩	hosting
⑽⒄②⑭⑪⒍	hotelier
⑽⒄②⑭⑪⑹	hotels
⑽⑰②⑽⑲⑥	hothouse
⑽⑰②⑪⒂⑿	hotline
⑽⑰②⑯⑥②	hottest
⑽⑲⑿⑵⑯⑵	hounded
⑽⑲⑥⑫⒁⑵	housemaid
⑽⑲⑥⑼⒂④	housewife
⑽⑲⑥⑼⒋③	housework
⑽⑰⑷⒌⑬⑩	hovering
⑽⒏⑴⑾⑬⑥	hubris
⑽⒃⑵⑯⑪⑵	huddled
⑽⒏⑫⑯⑿⑹	humans
⑽⒃⑫⑴⑯⑪	humble
⑽⒃⑫⑴⑪⒌	humbler
⑽⒃⑫⑴⑪⑬	humbly
⑽⒃⑫⑴⒃⑶	humbug
⑽⒏⑫⒌⑯⑥	humorous
⑽⒃⑩⑶⑾⑬	hungry
⑽⒃⑿②⑯⑵	hunted
⑽⒃⑿②⒌⑹	hunters
⑽⒃⑿②⑬⑩	hunting
⑽⒋⑵⑯⑪⑹	hurdles
⑽⒃⑾⑬⑬⑩	hurrying
⑽⒋②④⑯⑪	hurtful
⑽⒋②⑯⑪⑵	hurtled
⑽⒋②⑪⑬⑩	hurtling
⑽⒂⑴⑾⑬⑵	hybrid
⑽⑬⑥②⒍⒎	hysteria
⑬⑵⑬⑪⑬③	idyllic
⑬⑶⑿⒉⑬⑩	ignoring
⑬⑪⒀⑶⑯⑪	illegal
⑬⑪⒅⑺⑯⑿	illusion
⑬⑪⒅⑥⒌⑬	illusory
⑬⑫⑬⑻⒌⑬	imagery
⑬⑫⑬⑻⑯⑹	images
⑬⑫⑮⑻⑬⑿	imagine
⑬⑫⑬⑻⑬⑩	imaging
⑬⑫⑬②⒁②	imitate
⑬⑫⑯⑧⑱⒌	immature
⑬⑫⒀⑵⒎②	immediate
⑬⑫⒋⑺⑯⑿	immersion
⑬⑫⒄⑴⒂⑪	immobile
⑬⑫⑰⑾⑯⑪	immoral
⑬⑫⒉②⑯⑪	immortal
⑬⑫①⑮③②	impact
⑬⑫①⒍⒎⑪	imperial
⑬⑫①⒍⒎⑥	imperious
⑬⑫①⑬⑿⑻	impinge
⑬⑫①⑪⒂⑵	implied
⑬⑫①⑪⒂⑹	implies
⑬⑫①⑪⒉⑵	implored
⑬⑫①⒉②⒌	importer
⑬⑫①⒉②⑥	imports
⑬⑫①⒄⑹⑵	imposed
⑬⑫①⑾⑭⑥	impress
⑬⑫①⑾⒅⑷	improve
⑬⑫①⒃⑪⑥	impulse
⑬⑿⑴⑬⑪②	inbuilt
⑬⑿⑥⑭⑿⑥	incense
⑬⑿⑥⑭⑥②	incest
⑬⑿⑥⒂⑹⒌	incisor
⑬⑿③⑪⒂⑿	incline
⑬⑿③⑪⒅⑵	include
⑬⑿③⒃⑫⑹	incomes
⑬⑿③⑾⒀⑥	increase
⑬⑿③⒋⑬⑩	incurring
⑬⑿⑵⑭③⑥	index
⑬⑿⑵⒎⑿⑹	indians
⑬⑿⑵⑬⑶⒄	indigo
⑬⑿⑵⒏⑥②	induced
⑬⑿⑵⒃⑪⑻	indulge
⑬⑿⒋⑦⑯⑪	inertial
⑬⑿④⑯⑿②	infant
⑬⑿④⑭③②	infect
⑬⑿④⒋⑿⒄	inferno
⑬⑿④⑪⒄⑹	inflows
⑬⑿④⒉⑫⑵	informed
⑬⑿④⒉⑫⒌	informer
⑬⑿④⒉⑫⑹	informs
⑬⑿④⒏⑹⑵	infused
⑬⑿⑽⒁⑪⑵	inhaled
⑬⑿⑬⑦⑯⑪	initial
⑬⑿⑻⑭③②	inject
⑬⑿⑻⒌⑬⑹	injuries
⑬⑿⑻⒌⑬⑩	injuring
⑬⑩③⑪⑬⑩	inkling
⑬⑿⑪⑮⑿⑵	inland
⑬⑿⑪⑯⑿⑵	inland
⑬⑿⑪⑭②⑥	inlets
⑬⑿⑫⒁②⑥	inmates
⑬⑿③⒀①⒌	innkeeper
⑬⑿⑯⑷⒁②	innovate
⑬⑿①⑱②⑥	inputs
⑬⑿⑾⒄⑵⑹	inroads
⑬⑿⑥⑭③②	insect
⑬⑿⑥⒋②⑥	inserts
⑬⑿⑥⒂⑵⒌	insider
⑬⑿⑥⒂⑵⑹	insides
⑬⑿⑥⒂②⑥	insights
⑬⑿⑥⑬⑥②	insist
⑬⑿⑥①⒂⒌	inspire
⑬⑿⑥②⒇⑪	install
⑬⑿⑥②⑭⑵	instead
⑬⑿⑥②⑬⑪	instil
⑬⑿⑥⒃⑪②	insult
⑬⑿⑦⑱⒌⒌	insurer
⑬⑿②⑮③②	intact
⑬⑿②⒁③⑥	intakes
⑬⑿②⑬⑻⒌	integer
⑬⑿②⑭⑿⑵	intend
⑬⑿②⑭⑿⑥	intense
⑬⑿②⑭⑿②	intent
⑬⑿②⒌④⒍	interfere
⑬⑿②⒌⑬⑫	interim
⑬⑿②⒍⒍⑹	interiors
⑬⑿②⒋⑿⑵	interned
⑬⑿②⒌⑷⒏	interview
⑬⑿②⒄⑿⑵	intoned
⑬⑿②⑾⒀⑶	intrigue
⑬⑿②⑾⒅⑵	intrude
⑬⑿⑷⒁⑵⒌	invader
⑬⑿⑷⑭⑿②	invent
⑬⑿⑷⑭⑥②	invest
⑬⑿⑷⒂②⑥	invites
⑬⑿⑷⒄③②	invoked
⑬⑿⑷⒄③⑥	invokes
⑬⑿⑷⑰⑪⑷	involve
⑬⑿⑼⒌⑵⑹	inwards
⑬⑾⒁⑿⒎⑿	iranian
⒂⑾⑬⑥⑯⑹	irises
⒂⑾⑰⑿⑬③	ironic
⒂⑾⑯⑿⑬⑹	ironies
⒂⒌⑿⑼⒋③	ironwork
⑬⑾⑬②⒁②	irritate
⒂⑪⑯⑿⑵⑹	islands
⒂⑥⑯⑪⒁②	isolate
⒂⑥⑯②⒄①	isotope
⑬⑹⑾⒁⑪⑬	israeli
⑬②⑮⑪⒎⑿	italian
⑬②⑥⑭⑪④	itself
⑻⑮③⑯②⑥	jackets
⑻⑮③①⑰②	jackpot
⑻⑮⑶⑨⑱⒌	jaguar
⑻⑮⑹⑫⑬⑿	jasmine
⑻⒇⑿⑵⑬⑥	jaundice
⑻⑮⑷⑪⑬⑿	javelin
⑻⑭⑪⑯⑥⑬	jealousy
⑻⑭①⒌⑵⑬	jeopardy
⑻⒋③⑬⑪⑬	jerkily
⑻⒅⑯⑪⒌⑹	jewellers
⑻⒅⑯⑪⑾⑬	jewellery
⑻⑰⑴⑪⑯⑥	jobless
⑻⒆⑿②⑪⑬	jointly
⑻⒄⑪②⑯⑵	jolted
⑻⑰⑥⑪⑬⑩	jostling
⑻⑰②⑬⑩⑹	jottings
⑻⒋⑿⑯⑪⑹	journals
⑻⒆④⑯⑪⑬	joyfully
⑻⒅⑴⑬⑪⒀	jubilee
⑻⒃⑶⑪⑬⑩	juggling
⑻⒃⑫⑴⑯⑪	jumble
⑻⒃⑫①⒌⑹	jumpers
⑻⒃⑫①⑬⑩	jumping
⑻⒃⑩③⑧⒌	juncture
⑻⒃⑩⑶⑯⑪	jungle
⑻⒅⑿⑬①⒌	juniper
⑻⑱⒌⑬⑥②	jurist
⑻⒃⑥②⑬⑥	justice
⑻⒃⑥②⑪⑬	justly
③⑮⑩⑶⒌⒅	kangaroo
③⒀⑿⑯⑥②	keenest
③⑭⑿⑯⑪⑹	kennels
③⑭⑿②⑬⑦	kentish
③⑭⑿⑨⑯⑿	kenyan
③⒀⑴⒉⑵⑹	keyboards
③⒀⑼⒋⑵⑹	keywords
③⑬⑵⑿⑮①	kidnap
③⑬⑵⑿⑬⑹	kidneys
③⑬⑪⑬⑩⑹	killings
③⑬⑫⒄⑿⒄	kimono
③⒂⑿⑵⑪⑬	kindly
③⑬⑩⑵⑯⑫	kingdom
③⑬⑩⑦⑬①	kingship
③⑬⑿⑦⑬①	kinship
③⑬⑧⑬⑿⑹	kitchens
③⑬②⑯⑿⑹	kittens
⑿⒂②⑽⑱⑵	knighthood
⑿⒄⑬⑩⑪⑬	knowingly
⑿⒃③⑯⑪⑹	knuckles
⑪⒁⑴⑯⑪⑵	labelled
⑪⒁⑴⑯⑪⑹	labels
⑪⑯⑴⒉⒎⑥	laborious
⑪⒁⑴⒌⒌⑹	labourers
⑪⒁⑴⒌⑬⑩	labouring
⑪⑯⑶⒅⑿⑹	lagoons
⑪⒁③⑥⒂⑵	lakeside
⑪⑯⑫⑭⑿②	lament
⑪⑳⑿⑥⑯⑹	lances
⑪⑳⑿⑥⑯②	lancet
⑪⑮⑿⑵⑯⑵	landed
⑪⑮⑿⑵⑬⑩	landing
⑪⑮⑿②⒌⑿	lantern
⑪⑯①⑭⑪⑹	lapels
⑪⑮①⑥⑯⑹	lapses
⑪⒈⑥⑯⑿⑬	larceny
⑪⒈⑻⑯⑥②	largest
⑪⑳⑥②⑯⑵	lasted
⑪⑳⑥②⑬⑩	lasting
⑪⑳⑥②⑪⑬	lastly
⑪⒁②⑿⑯⑥	lateness
⑪⒁②⑯⑿②	latent
⑪⑮②⒌⑯⑪	lateral
⑪⒁②⑯⑥②	latest
⑪⒁②⑭③⑥	latex
⑪⑯②⑾⒀⑿	latrine
⑪⑮②⒌⑪⑬	latterly
⑪⒇⑿⑧⒌⑹	launchers
⑪⒇⑿⑧⑯⑹	launches
⑪⒇⑿⑧⑬⑩	launching
⑪⒇⑿⑵⑾⑬	laundry
⑪⑰⑾⑯⑪⑹	laurels
⑪⒇④⑯⑪⑬	lawfully
⑪⒇⑥⒅②⑥	lawsuits
⑪⒁⑹⑬⑪⑬	lazily
⑪⒀④⑪⑯⑥	leafless
⑪⒀④⑪⑯②	leaflet
⑪⒀⑿⑬⑩⑹	leanings
⑪⑭③②⒌⑿	lectern
⑪⑭③⑧⒌⑵	lectured
⑪⑭③⑧⒌⒌	lecturer
⑪⑭③⑧⒌⑹	lectures
⑪⑭⑶⑯⑥⑬	legacy
⑪⒀⑶⑯⑪⑬	legally
⑪⑭⑻⑯⑿⑵	legend
⑪⑭⑶⑬⑩⑹	leggings
⑪⒀⑻⑯⑿⑹	legions
⑪⑭⑺⒌⑪⑬	leisurely
⑪⑭⑫⑬⑩⑹	lemmings
⑪⑭⑫⑯⑿⑹	lemons
⑪⑭⑿⑵⒌⑹	lenders
⑪⑭⑿⑵⑬⑩	lending
⑪⑭⑩⑤⑯⑿	lengthen
⑪⒀⑿⒎⑿②	lenient
⑪⑭⑿⑹⑯⑹	lenses
⑪⑭①⒌⑵⑹	leopards
⑪⑭⑹⑴⒎⑿	lesbian
⑪⒀⑺⑯⑿⑹	lesions
⑪⑭⑥⑯⑿⑵	lessened
⑪⑭⑥⑯⑿⑹	lessons
⑪⑭⑤⒌⑻⑬	lethargy
⑪⑭②⒌⑬⑩	lettering
⑪⑭②⑬⑩⑹	lettings
⑪⒅③⒀⑫⒎	leukaemia
⑪⑭⑷⑯⑪⑵	levelled
⑪⑭⑷⑯⑪⑬	levelly
⑪⑭⑷⑯⑪⑹	levels
⑪⒀⑷⒌⑬⑻	leverage
⑪⑭③⑥⑬⑥	lexis
⑪⒂⑯⑴⑯⑪	liable
⑪⑬⒁⑹⑬⑩	liaising
⑪⑬⒁⑹⑰⑿	liaison
⑪⑬⑴⒌⑯⑪	liberal
⑪⑬⑴⒌⒁②	liberate
⑪⒂⑴⒍⒎⑿	liberian
⑪⑬⑴⒌②⑬	liberty
⑪⑬⑴⒀⑵⒄	libido
⑪⒂⑴⑾⒌⑬	library
⑪⑬⑴⒎⑿⑹	libyans
⑪⒂⑥⑯⑿⑥	licence
⑪⒂③⑯⑿⑹	lichens
⑪⒂④⑴⒄②	lifeboat
⑪⒂④⑶⒈⑵	lifeguard
⑪⒂④⑪⑯⑥	lifeless
⑪⒂④⑪⒂③	lifelike
⑪⒂④⑪⒂⑿	lifeline
⑪⒂④⑪⑰⑩	lifelong
⑪⒂④②⒂⑫	lifetime
⑪⑬④②⑯⑵	lifted
⑪⑬④②⑬⑩	lifting
⑪⒂②⑯⑥②	lightest
⑪⒂②⑽⑲⑥	lighthouse
⑪⒂②⑿⑯⑥	lightness
⑪⒂②⑿⑬⑩	lightning
⑪⒂②⑼⒁②	lightweight
⑪⑬⑶⑿⒂②	lignite
⑪⒂③⑯⑿⑵	likened
⑪⒂③⑿⑯⑥	likeness
⑪⒂③⑼⒂⑹	likewise
⑪⒂⑫⑪⒂②	limelight
⑪⑬⑫⑬②⑥	limits
⑪⑬⑫①⑬⑵	limpid
⑪⑬⑫①⑬⑩	limping
⑪⑬⑫①⑪⑬	limply
⑪⑬⑿⑬⑬⑻	lineage
⑪⑬⑿⒍⑪⑬	linearly
⑪⑬⑩⑶⒌⑵	lingered
⑪⑰⑿⑻⒌⒁	lingerie
⑪⑬⑩⑶⒌⑹	lingers
⑪⒂⑿⑬⑩⑹	linings
⑪⑬⑩③⑬⑻	linkage
⑪⑬⑩③⑬⑩	linking
⑪⑬⑿⑥⒀⑵	linseed
⑪⑬⑿②⑯⑪	lintel
⑪⑬③⑨⑱⒌	liqueur
⑪⑬③⑼⑬⑵	liquid
⑪⑬⑥②⑯⑵	listed
⑪⑬⑥⑯⑿⑵	listened
⑪⑬⑥⑯⑿⒌	listener
⑪⑬⑥⑯⑿⑹	listens
⑪⑬⑥②⑬⑩	listing
⑪⑬②⑯⑿⑬	litany
⑪⑬②⒌⑯⑪	literal
⑪⑬②⒌⒌⑬	literary
⑪⑬②⒌⑯②	literate
⑪⑬②⒌⑻⑬	liturgy
⑪⒂⑷⑪⑬⒌	livelier
⑪⑬⑷⑬⑩⑹	livings
⑪⑬⑹⒌⑵⑹	lizards
⑪⒄⑸⑥⑯⑫	loathsome
⑪⑰⑴⑬⑬⑩	lobbying
⑪⑰⑴⑥②⒌	lobster
⑪⒄③⑯⑪⑬	locally
⑪⒄③⑯⑪⑹	locals
⑪⒄③⒁②⑥	locates
⑪⑰⑻⑬⑩⑹	lodgings
⑪⒆②⒌⑬⑩	loitering
⑪⑰⑩⑬⑩⑹	longings
⑪⒅①⑽⒄⑪	loophole
⑪⒅⑥⑯⑿⑵	loosened
⑪⒉⑵⑦⑬①	lordship
⑪⑲⑵⑯⑥②	loudest
⑪⑲⑵⑿⑯⑥	loudness
⑪⑲⑿⑻⑯⑹	lounges
⑪⑲⑿⑻⑬⑩	lounging
⑪⒃⑷⑪⑯⑥	loveless
⑪⒆⑯⑪②⑬	loyalty
⑭⑪⑭⑥⑵⒀	lsd
⑪⒃③⑬⑪⑬	luckily
⑪⒃③⑪⑯⑥	luckless
⑪⒅③⑼⒉⑫	lukewarm
⑪⒅⑿⑯⑥⑬	lunacy
⑪⒃⑿⑧⑯⑿	luncheon
⑪⒃⑿⑧⑯⑹	lunches
⑪⒃⑿⑧⑬⑩	lunching
⑪⒅⑤⒌⑯⑿	lutheran
⑪⒃③⑦⒌⑬	luxury
⑪⑬⑾⑬③⑥	lyrics
⑫⑯⑦⒀⑿⑹	machines
⑫⑮⑵⑫⑯⑿	madman
⑫⑮⑵⑿⑯⑥	madness
⑫⒂⑥②⑾⒄	maestro
⑫⑮⑶⑯②⑥	maggots
⑫⑮⑶⑿⒁②	magnate
⑫⑮⑶⑿⑯②	magnet
⑫⑮⑶⑿⑯⑫	magnum
⑫⑮⑶①⒂⑹	magpies
⑫⒁⑵⑯⑿⑹	maidens
⑫⒁⑪⑬⑩⑹	mailings
⑫⒁⑿⑥②⒁	mainstay
⑫⒁⑿②⒁⑿	maintain
⑫⒁③⑬⑩⑹	makings
⑫⒇⑪②⒀⑹	maltese
⑫⑮⑫⑯⑪⑹	mammals
⑫⑮⑿⑬⑻⑵	managed
⑫⑮⑿⑬⑻⒌	manager
⑫⑮⑿⑵⒁②	mandate
⑫⑮⑿⑽⒄⑪	manhole
⑫⑮⑿⑽⑱⑵	manhood
⑫⒁⑿⑬⑮③	maniac
⑫⑯⑿⒅⑷⒌	manoeuvre
⑫⑯⑿⒉⒎⑪	manorial
⑫⑮⑿①⑲⒌	manpower
⑫⑮⑿⑦⑯⑿	mansion
⑫⑮⑿②⑯⑪	mantle
⑫⑮⑿②⑾⑯	mantra
⑫⑯⑿⑨⑱⒌	manure
⑫⒈⑴⑯⑪⑵	marbled
⑫⒈⑴⑯⑪⑹	marbles
⑫⒈⑻⒌⒀⑿	margarine
⑫⒈⑻⑬⑿⑹	margins
⑫⑮⑾⑬⑿⒌	mariner
⑫⒈③⑯②⑥	markets
⑫⒈③⑬⑩⑹	markings
⑫⒈③⑼⑯⑥	marquess
⑫⒈③⑼⑬⑥	marquis
⑫⑮⑾⑬⑬⑩	marrying
⑫⒈②⑬⑿⑹	martens
⑫⒈②⒀⑿⑬	martini
⑫⒈⑷⑯⑪⑵	marvelled
⑫⑮⑥③⒈⑯	mascara
⑫⑮⑥③⑰②	mascot
⑫⑳⑥③⑬⑩	masking
⑫⒁⑥⑯⑿⑹	masons
⑫⑮⑥⑯③⒌	massacre
⑫⑮⑥⑳⑺⑵	massaged
⑫⑳⑥②⒌⑵	mastered
⑫⑳⑥②⒌⑹	masters
⑫⑳⑥②⒌⑬	mastery
⑫⑯②⒍⒎⑪	material
⑫⑮②⑬⑿⒁	matinee
⑫⒁②⑾⑯⑿	matron
⑫⑮②⑾⑯⑥	mattress
⑫⑯⑧⑱⒌⑵	matured
⑫⑯⑧⑱⒌⑹	matures
⑫⒇⑵⑪⑬⑿	maudlin
⑫⑮⑷⒌⑬③	maverick
⑫⑮③⑥⑬⑫	maxim
⑫⒁⑯⑿⒁⑹	mayonnaise
⑫⑬⑮⑿⑵⒌	meander
⑫⒀⑿⑯⑥②	meanest
⑫⒀⑿⑬⑩⑹	meanings
⑫⒀⑿⑿⑯⑥	meanness
⑫⒀⑿②⒂⑫	meantime
⑫⒀⑿⑼⒂⑪	meanwhile
⑫⒀⑹⑯⑪⑹	measles
⑫⑭⑺⒌⑬⑩	measuring
⑫⑭⑵⑯⑪⑹	medals
⑫⑭⑵⑪⑬⑩	meddling
⑫⒀⑵⑬⒁②	mediate
⑫⑭⑵⑬③⑥	medics
⑫⒀⑵⒎⑫⑹	mediums
⑫⒀②⑬⑩⑹	meetings
⑫⑭⑪⑯⑵⑬	melody
⑫⑭⑪⑯⑿⑹	melons
⑫⑭⑪②⑯⑵	melted
⑫⑭⑪②⑬⑩	melting
⑫⑭⑫⑴⒌⑹	members
⑫⑭⑫⑼⒈⑹	memoirs
⑫⑯⑫⒉⒎⑪	memorial
⑫⑭⑫⒌⑬⑹	memories
⑫⑭⑫⒌⒂⑹	memorise
⑫⑭⑿⑵⑯⑵	mended
⑫⑭⑿⑵⑬⑩	mending
⑫⑭⑿④⒄③	menfolk
⑫⑭⑿②⑯⑪	mental
⑫⑭⑿⑦⑯⑿	mention
⑫⑭⑿②⒉⑹	mentors
⑫⒋⑧⑯⑿②	merchant
⑫⒋③⑨⒌⑬	mercury
⑫⑭⑾⑬②⑥	merits
⑫⑭⑾⑬⑪⑬	merrily
⑫⑭②⑯⑪⑹	metals
⑫⑭②⑯④⒉	metaphor
⑫⒀②⒍⒂②	meteorite
⑫⑭⑤⑯⑵⑹	methods
⑫⑭②⑾⑬③	metric
⑫⒂③⑾⑰⑿	micron
⑫⑬⑵⑪⑬⑩	middling
⑫⑬⑵⑿⒂②	midnight
⑫⑬⑵⑾⑬④	midriff
⑫⑬⑵⑼⒀③	midweek
⑫⑬⑵⑼⒂④	midwife
⑫⒂②⑬⑪⑬	mightily
⑫⒂⑶⑾⒁⑿	migraine
⑫⒂⑶⑾⒁②	migrate
⑫⒂⑪⑵⑪⑬	mildly
⑫⑬⑪⑬⑦⑯	militia
⑫⑬⑪③⑬⑩	milking
⑫⑬⑪⑭⑿⒎	millennia
⑫⑬⑪⑨⑯⑿	million
⑫⑬⑫⑬③②	mimicked
⑫⑬⑫⑬③⑥	mimics
⑫⒂⑿⑵⑯⑵	minded
⑫⒂⑿⑵⒌⑹	minders
⑫⒂⑿⑵⑬⑩	minding
⑫⑬⑿⒌⑯⑪	mineral
⑫⑬⑩⑶⑯⑪	mingle
⑫⑬⑿⑬⑧⒌	miniature
⑫⑬⑿⑬⑫⑯	minima
⑫⑬⑿⑬②⑥	minutes
⑫⑬⑾⒌⑬⑩	mirroring
⑫⑬⑥⑧⑬④	mischief
⑫⑬⑹⒌⑬⑹	miseries
⑫⑬⑥④⒂⒌	misfire
⑫⑬⑥⑽⑮①	mishap
⑫⑬⑥⑪⒀⑵	mislead
⑫⑬⑥⑪⑭⑵	misled
⑫⑬⑥⒂⑪⑹	missiles
⑫⑬⑦⑯⑿⑹	missions
⑫⑬⑥②⒁③	mistake
⑫⑬⑥②⑱③	mistook
⑫⑬⑥⒏⑹⑵	misused
⑫⑬③⑥⒌⑹	mixers
⑫⑬③⑥⑯⑹	mixes
⑫⑬③⑥⑬⑩	mixing
⑫⑬③⑥⑧⒌	mixture
⑫⑰⑵⑯⑪⑵	modelled
⑫⑰⑵⑯⑪⑹	models
⑫⒄⑵⑭⑫⑹	modems
⑫⑰⑵⒌⑯②	moderate
⑫⑰⑵⒌⒁②	moderate
⑫⑰⑵⒌⑿⑹	moderns
⑫⑰⑵⑯⑥②	modest
⑫⑰⑵⑬④⒂	modify
⑫⑰⑻⒅⑪⑹	modules
⑫⒄⑪②⑯⑿	molten
⑫⒄⑫⑯⑿②	moment
⑫⑰⑿⒌③⑥	monarchs
⑫⑰⑿⒌③⑬	monarchy
⑫⑰⑿⑬②⒌	monitor
⑫⒃⑩③⑬⑹	monkeys
⑫⑰⑿⑥⒅⑿	monsoon
⑫⑰⑿⑥②⒌	monster
⑫⒃⑿⑤⑪⑬	monthly
⑫⒅⑵⑬⑪⑬	moodily
⑫⒅⑿⑪⒂②	moonlight
⑫⒅⑿⑪⑬②	moonlit
⑫⑱⒌⑬⑩⑹	moorings
⑫⑰⑾⑯⑪⑬	morally
⑫⑰⑾⑯⑪⑹	morals
⑫⒉⑿⑬⑩⑹	mornings
⑫⒌⑰③⑯⑿	moroccan
⑫⒌⒄⑥⑪⑬	morosely
⑫⒉④⒀⑫⑹	morphemes
⑫⒉②⑯⑪⑬	mortally
⑫⒉②⑯⑪⑹	mortals
⑫⒉⑶⑬⑻⒀	mortgagee
⑫⒉⑶⑬⑻⒉	mortgagor
⑫⒄⑹⒁⑬③	mosaic
⑫⑰⑹⑪⑯⑫	moslem
⑫⒄⑥②⑪⑬	mostly
⑫⒃⑸⒌⑪⑬	motherly
⑫⒄②⒀④⑥	motifs
⑫⒄⑦⑯⑿⑵	motioned
⑫⒄⑦⑯⑿⑹	motions
⑫⒄②⑬⑷⑹	motives
⑫⒄②⒌⑬⑩	motoring
⑫⒄②⒌⑼⒁	motorway
⑫⑰②⑯⑪⑵	mottled
⑫⒄⑪⑵⑯⑵	moulded
⑫⒄⑪⑵⑬⑩	moulding
⑫⑲⑿②⑯⑿	mountain
⑫⑲⑿②⑯⑵	mounted
⑫⑲⑿②⑬⑩	mounting
⑫⒉⑿④⑯⑪	mournful
⑫⑯⑥②⑳⑦	moustache
⑫⑲⑤④⑱⑪	mouthful
⑫⑲⑤①⒀⑥	mouthpiece
⑭⑫①⒀⑻⒀	mpg
⑭⑫①⒀⒁⑧	mph
⑭⑫⑭⑥⑥⒀	msc
⑫⒃⑵⑯⑪⑵	muddled
⑫⒃④⑯⑪⑵	muffled
⑫⒃⑪⑴⒌⑬	mulberry
⑫⒃⑿⑧⑬⑩	munching
⑫⒃⑿⑵⒁⑿	mundane
⑫⑨⑱⒌⑯⑪	mural
⑫⒋⑵⒌⒌⑹	murderers
⑫⒋⑵⒌⑬⑩	murdering
⑫⒋⑵⒌⑯⑥	murderous
⑫⒋⑫⒌⑬⑩	murmuring
⑫⒃⑥⑯⑪⑹	muscles
⑫⒏⑹⒎⑫⑹	museums
⑫⒃⑦⑾⒅⑫	mushroom
⑫⒃⑥③⑯②	musket
⑫⑱⑹⑪⑬⑫	muslim
⑫⒃⑹⑪⑬⑿	muslin
⑫⒃⑥②⒌⑵	mustard
⑫⒏②⑯⑿②	mutant
⑫⒏②⑬⑿⑬	mutiny
⑫⒃②⒌⑬⑩	muttering
⑫⒏⑧⑱⑯⑪	mutual
⑫⒂⑰①⑬③	myopic
⑫⒂⑥⑭⑪④	myself
⑫⑬⑥②⒌⑬	mystery
⑫⑬⑥②⑬③	mystic
⑫⑬⑥②⒀③	mystique
⑿⒂⒀⑷⑪⑬	naively
⑿⒁⑫⑪⑯⑥	nameless
⑿⒁⑫⑥⒁③	namesake
⑿⑮①③⑬⑿	napkin
⑿⒌⒁⑦⑯⑿	narration
⑿⑮⑾⒄⑬⑩	narrowing
⑿⑮⑾⒄⑪⑬	narrowly
⑿⑮⑥⑯⑿②	nascent
⑿⑳⑥②⑬⒌	nastier
⑿⒁⑦⑯⑿⑹	nations
⑿⒁②⑬⑷⑹	natives
⑿⑮⑧⒌⑯⑪	natural
⑿⑳②⑥⑬⑹	nazis
⑿⒀②⑿⑯⑥	neatness
⑿⑭③⑪⑯⑥	necklace
⑿⑭③⑪⒂⑿	neckline
⑿⒀⑵⑯⑪⑹	needles
⑿⒀⑵⑪⑯⑥	needless
⑿⒀⑶⑾⒄⑹	negroes
⑿⒁⑴⒌⑬⑩	neighbouring
⑿⑭⑥②⑬⑩	nesting
⑿⑭⑥⑪⑬⑩	nestling
⑿⑭②⑴⒇⑪	netball
⑿⑭②⑯⑪⑹	nettles
⑿⑭②⑼⒋③	network
⑿⑨⑱⒌⑯⑪	neural
⑿⑨⑱⒌⑰⑿	neuron
⑿⒏②⑾⑯⑪	neutral
⑿⒏②⑾⑰⑿	neutron
⑿⒏③⒃⑫⒌	newcomer
⑿⒏⑹⑾⒅⑫	newsroom
⑿⑭③⑥⑯⑥	nexus
⑿⑬⑴⑯⑪⑵	nibbled
⑿⑬⑴⑪⑬⑩	nibbling
⑿⒂⑥⑯⑥②	nicest
⑿⑬③⑿⒁⑫	nickname
⑿⒂⑻⒍⒎⑿	nigerian
⑿⑬⑶⑪⑬⑩	niggling
⑿⒂②④⒇⑪	nightfall
⑿⒂②⑶⑲⑿	nightgown
⑿⒂②⑪⒂④	nightlife
⑿⒂②⑫⒊⑹	nightmares
⑿⑬⑫⑴⑯⑪	nimble
⑿⑬⑫⑴⑪⑬	nimbly
⑿⒂⑿②⒀⑿	nineteen
⑿⒂⑿②⑬⑹	nineties
⑿⑬①⑯⑪⑹	nipples
⑿⒂②⑾⒁②	nitrate
⑿⒂②⑾⑬③	nitric
⑿⒂②⑾⑯⑥	nitrous
⑿⒄⑴⑯⑪⑹	nobles
⑿⒄⑴⑰⑵⑬	nobody
⑿⑰⑻⒅⑪⑹	nodules
⑿⒆⑹⑬⑪⑬	noisily
⑿⒄⑫⑮⑵⑹	nomads
⑿⑰⑫⑬⑿⒀	nominee
⑿⒅⑵⑯⑪⑹	noodles
⑿⒉⑫⑯⑪⑬	normally
⑿⒉⑤⒀⑥②	northeast
⑿⒉⑸⒌⑪⑬	northerly
⑿⒉⑤⑼⒌⑵	northward
⑿⒃⑫⑴⒌⑹	numbers
⑿⒄②⑴⑱③	notebook
⑿⒄②①⑮⑵	notepad
⑿⒄②⑬⑥②	noticed
⑿⒄②⑬④⒂	notify
⑿⒄⑦⑯⑿⑹	notions
⑿⒄②⒉⒎⑥	notorious
⑿⒃⑾⑬⑦②	nourished
⑿⑰⑷⑯⑪⑹	novels
⑿⑲⑯⑵⒁⑹	nowadays
⑿⑰③⑦⑯⑥	noxious
⑿⒏③⑪⑬⒂	nuclei
⑿⒏⑵⑬②⑬	nudity
⑿⒏⑥⑯⑿⑥	nuisance
⑿⒃⑪⑬④⒂	nullify
