②⑼⑰⑹	'twas
⑪⒀⑿⑹	leans
⑪⑭⑿②	leant
⑪⒀①②	leaped
⑪⒀①⑥	leaps
⑪⑭①②	leapt
⑪⒋⑿⑵	learned
⑪⒋⑿⒌	learner
⑪⒋⑿⑹	learns
⑪⒋⑿②	learnt
⑪⒀⑥②	least
⑪⑭⑸⒌	leather
⑪⒀⑷⒌	lever
⑪⒀⑷⑹	leaves
⑪⑭⑧⒌	lecher
⑪⑭⑻⒌	ledger
⑪⒍⑬⒌	leerier
⑪⒍⑬⑩	leering
⑪⒀⑼⒁	leeway
⑪⑭④②	left
⑪⑭⑶⑬	leggy
⑪⑭⑶⑹	legs
⑪⒁⒀⑹	leis
⑪⑭⑺⒌	leisure
⑪⑭⑫⑯	lemma
⑪⒀⑫⒌	lemur
⑪⑭⑿⑵	lend
⑪⑭⑩⑤	length
⑪⑭⑿⑹	lens
⑪⑭①⒌	leper
⑪⑭⑥⒀	lessee
⑪⑭⑥⒌	lesser
⑪⑭⑥⒉	lessor
⑪⑭⑥②	lest
⑪⑭②⑥	let's
⑪⑭②⒌	letter
⑪⑭⑷⑬	levy
⑪⒏⑵⒌	lewder
⑪⑬⒁⑹	liaise
⑪⒂⒌⑹	liars
⑪⒂⑧⒀	lychee
⑪⑬③②	licked
⑪⑬③⑥	licks
⑪⒀⑵⒄	lido
⑪⑬⑵⑹	lids
⑪⒎⑿⑹	liens
⑪⒂④⒌	lifer
⑪⑬④②	lift
⑪⒂②⒌	lighter
⑪⒂②⑥	lights
⑪⒂③②	liked
⑪⒂③⑥	likes
⑪⑬⑪②	lilt
⑪⑬⑪⑬	lily
⑪⑬⑫⑵	limned
⑪⑬⑫⑹	limbs
⑪⒂⑫⑵	limed
⑪⒂⑫⑹	limes
⑪⒂⑫⑬	limey
⑪⑬⑫①	limp
⑪⑬⑿⒍	linear
⑪⒂⑿⑵	lined
⑪⒂⑿⒌	liner
⑪⒂⑿⑹	lines
⑪⑬⑩⑹	lings
⑪⑬⑩③	link
⑪⒂⑿⒄	lino
⑪⑬⑿②	lint
⑪⒂⑯⑿	lion
⑪⑬①②	lipped
⑪⑬①⑥	lips
⑪⑬③⒌	liquor
⑪⒍⑯⑹	liras
⑪⑬⑥①	lisp
⑪⑬⑥②	list
⑪⒀②⒌	litre
⑪⑬②⒌	litter
⑪⑬⑷⑵	lived
⑪⑬⑷⒌	liver
⑪⑬⑷⑹	lives
⑪⒂⑷⑹	lives
⑪⒆⑵⑹	lloyd's
⑪⒄⑵⒌	loader
⑪⒄⑵⑹	loads
⑪⒄④②	loafed
⑪⒄④⒌	loafer
⑪⒄④⑥	loafs
⑪⒄⑫⑬	loamy
⑪⒄⑿⑵	loaned
⑪⒄⑿⑹	loans
⑪⒄⑸⑵	loathed
⑪⒄⑸⑹	loathes
⑪⒄⑷⑹	loaves
⑪⑰⑴⑵	lobbed
⑪⑰⑴⑬	lobby
⑪⒄⑴⑵	lobed
⑪⒄⑴⑹	lobes
⑪⑰⑴⑹	lobs
⑪⑰③⑥	locks
⑪⒄⑥⒂	loci
⑪⑰③②	locked
⑪⑰③⒌	locker
⑪⒄③⒄	loco
⑪⑰⑻⑵	lodged
⑪⑰⑻⒌	lodger
⑪⒄⑭⑥	loess
⑪⑰④②	loft
⑪⑰⑶⑵	logged
⑪⑰⑻⒎	loggia
⑪⒄⑶⒄	logo
⑪⑰⑶⑹	logs
⑪⒆⑿⑹	loins
⑪⒆②⒌	loiter
⑪⑰⑪⑵	lolled
⑪⑰⑪⑹	lolls
⑪⑰⑪⑬	lolly
⑪⒄⑿⒌	loner
⑪⑰⑩⑵	longed
⑪⑰⑩⑹	longs
⑪⒅④⑯	loofah
⑪⑱③②	looked
⑪⑱③⒌	looker
⑪⑱③⑥	looks
⑪⒅⑫⑵	loomed
⑪⒅⑫⑹	looms
⑪⒅⑿⑹	loons
⑪⒅⑿⑬	loony
⑪⒅①②	looped
⑪⒅①⑥	loops
⑪⒅①⑬	loopy
⑪⒅⑥②	loosed
⑪⒅⑥⒌	looser
⑪⒅②⒌	looter
⑪⒅②⑥	lutes
⑪⒄①②	loped
⑪⒄①⑥	lopes
⑪⑰①②	lopped
⑪⑰①⑥	lops
⑪⒉⑵⑹	lords
⑪⑰⑾⑬	lorry
⑪⒅⑹⒌	loser
⑪⑰⑥②	lost
⑪⑰②⑥	lots
⑪⑰②⒄	lotto
⑪⑲⑵⒌	louder
⑪⑲⑿⑻	lounge
⑪⑲⒌⑵	lowered
⑪⑲⒌⑹	lowers
⑪⑲⑹⑬	lousy
⑪⑲②⑥	louts
⑪⒅⑷⒌	louvre
⑪⒃⑷⑵	loved
⑪⒃⑷⒌	lover
⑪⒃⑷⑹	loves
⑪⒄⒌⑵	lowered
⑪⒄⒌⑹	lowers
⑪⒄⑬⑩	lowing
⑪⒄⑪⑬	lowly
⑪⒆⑯⑪	loyal
⑭⑪①⒀	lp
⑪⒃⑴⒌	lubber
⑪⒃③⑬	lucky
⑪⒅③⒌	lucre
⑪⒅⑵⒄	ludo
⑪⒃④②	luffed
⑪⒃④⑥	luffs
⑪⒃⑶⑵	lugged
⑪⒃⑶⒌	lugger
⑪⒃⑶⑹	lugs
⑪⒃⑪⑵	lulled
⑪⒃⑪⑹	lulls
⑪⒃⑫⑬	lumme
⑪⒃⑫①	lump
⑪⒅⑿⒌	lunar
⑪⒃⑿⑧	lunch
⑪⒃⑿⑻	lunge
⑪⒃⑩⑹	lungs
⑪⒋⑧②	lurched
⑪⒋⑧⒌	lurcher
⑪⑱⒌⑵	lured
⑪⑱⒌⑹	lures
⑪⒋③②	lurked
⑪⒋③⑥	lurks
⑪⒃⑦⒌	lusher
⑪⒃⑥②	lust
⑪⒃③⑥	luxe
⑪⒀⑥⒁	lycee
⑪⒂⑬⑩	lying
⑪⑬⑫④	lymph
⑪⑬⑿⑧	lynch
⑫⑯③⒇	macaw
⑫⑮③⑥	max
⑫⑮⑵⒌	madder
⑫⑳④⒎	mafia
⑫⒁⑻⒂	magi
⑫⑮⑶⑹	mags
⑫⒁⑵⑹	maids
⑫⒁⑪⑵	mailed
⑫⒁⑪⑹	males
⑫⒁⑫⑵	maimed
⑫⒁⑫⑹	maims
⑫⒁⑿⑹	manes
⑫⒁⑻⒌	major
⑫⒁③⒌	maker
⑫⒁③⑥	makes
⑫⑯⑪⒁	malay
⑫⑮⑪⒄	mallow
⑫⒇⑪⑹	malls
⑫⒇⑪②	malt
⑫⑯⑫⑳	mama
⑫⑮⑫⑬	mammy
⑫⒁⑿⑻	mange
⑫⒁⑿⒎	mania
⑫⑮⑿⑯	manna
⑫⑮⑿⑵	manned
⑫⑮⑿⒌	manner
⑫⑮⑿⑹	mans
⑫⑮⑿⑥	manse
⑫⑭⑿⑬	many
⑫⑲⑾⑬	maori
⑫⑮①②	mapped
⑫⑮①⑥	maps
⑫⑮③⒀	maquis
⑫⒌⒇⑵	maraud
⑫⒈⑧②	marched
⑫⒈⑧⒌	marcher
⑫⒌⒀⑿	marine
⑫⒈③②	marked
⑫⒈③⒌	marker
⑫⒈③⑥	marks
⑫⒌⒅⑿	maroon
⑫⒈③⒀	marquee
⑫⒈⑬⑩	marring
⑫⑮⑾⒄	marrow
⑫⑮⑾⑬	marry
⑫⒈⑦⑬	marshy
⑫⒈②⑥	marts
⑫⒈②⒌	martyr
⑫⑮⑥③	masc
⑫⒁⑹⒌	maser
⑫⑮⑦②	mashed
⑫⑮⑦⒌	masher
⑫⑳⑥③	mask
⑫⑮⑥②	massed
⑫⑮⑥⒋	masseur
⑫⑮⑥⑬	massy
⑫⑳⑥②	mast
⑫⑮⑧⑯	matcha
⑫⑮⑧②	matched
⑫⑳②⒁	mate
⑫⒁②⑥	mates
⑫⒁②⑬	matey
⑫⑮⑤⑥	maths
⑫⑮②⑥	mats
⑫⑮②⒌	matter
⑫⒇⑪⑵	mauled
⑫⒄⑷⑹	mauves
⑫⒁⑴⒀	maybe
⑫⒁⑵⒁	mayday
⑫⒁⑿②	mayn't
⑫⒊⑯⑪	mayoral
⑫⒊⑭⑥	mayoress
⑫⒁⑹⑵	mazed
⑫⒁⑹⑬	mazy
⑭⑫⑴⒀	mb
⑭⑫⑥⒀	mc
⑭⑫⑵⒀	md
⑫⑭⑵⒄	meadow
⑫⒀⑵⑹	meads
⑫⒀⑶⒌	meagre
⑫⒀⑪⑬	mealy
⑫⒀⑪⑹	meals
⑫⒀⑿⒌	meaner
⑫⒀⑿⑬	meanie
⑫⒀⑿⑹	means
⑫⑭⑿②	meant
⑫⑭⑺⒌	measure
⑫⒀②⑥	meets
⑫⒀②⑬	meaty
⑫⒀⑵⒎	media
⑫⒀③⒌	meeker
⑫⒁⑪⒁	melee
⑫⑭⑪⒄	mellow
⑫⑭⑪②	melt
⑫⒀⑫⑹	memes
⑫⑭⑫⒄	memo
⑫⑭⑿⑵	mend
⑫⑭⑿⒏	menu
⑫⒋⑥⒌	mercer
⑫⒊⑥⑬	merci
⑫⒋⑥⑬	mercy
⑫⒍⑪⑬	merely
⑫⒋⑻⑵	merged
⑫⒋⑻⒌	merger
⑫⒌⑮⑩	meringue
⑫⑭⑾⑬	merry
⑫⑭⑦②	meshed
⑫⑭⑥②	messed
⑫⑭⑥⑬	messy
⑫⑭②⑯	meta
⑫⒀②⒌	metre
⑫⑭⑤⑥	meths
⑫⒏⑬⑩	mewing
⑫⑬⑲⑵	miaowed
⑫⑬⑲⑹	miaows
⑫⒂③⑯	mica
⑫⑬③⑬	mickey
⑫⑬⑵⑬	middy
⑫⒂②⑬	mighty
⑫⒂③⑥	mikes
⑫⑬⑪⑧	milch
⑫⒂⑪⑵	mild
⑫⒂⑪⒌	miler
⑫⒂⑪⑹	miles
⑫⑬⑪③	milk
⑫⑬⑪⑵	milled
⑫⑬⑪⒌	miller
⑫⑬⑪⑹	mills
⑫⑬⑪②	milt
⑫⒂⑫⑵	mimed
⑫⒂⑫⑹	mimes
⑫⑬⑿⑥	mince
⑫⒂⑿⑵	mind
⑫⒂⑿⒌	minor
⑫⒂⑿⑹	mines
⑫⑬⑿⑬	mini
⑫⑬⑩③	mink
⑫⑬⑿⒄	minnow
⑫⑬⑿②	mint
⑫⒂⒌⑵	mired
⑫⒂⒌⑹	mires
⑫⑬⑾⒌	mirror
⑫⒂⒌⑬	miry
⑫⑬⑥③	misc
⑫⒂⑹⒌	miser
⑫⑬⑥②	missed
⑫⑬⑥⑬	missy
⑫⒂②⑥	mites
⑫⒂②⒌	mitre
⑫⑬②⑥	mitts
⑫⑬③⑥	mix
⑫⒄⑿⑵	moaned
⑫⒄⑿⑹	moans
⑫⒄②⑥	motes
⑫⑰⑴⑵	mobbed
⑫⑰⑴⑹	mobs
⑫⑰③⑯	mocha
⑫⑰③②	mocked
⑫⑰③⒌	mocker
⑫⑰③⑥	mocks
⑫⒄⑵⑹	modes
⑫⑰⑵⑹	mods
⑫⒄⑽⒊	mohair
⑫⒆⑪⑵	moiled
⑫⒆⑪⑹	moils
⑫⒆⑥②	moist
⑫⒄③⑥	mokes
⑫⒄⑪⒌	molar
⑫⒄⑪⑹	moles
⑫⑰⑪⑹	molls
⑫⒃⑿⑬	money
⑫⒃⑩③	monk
⑫⑰⑿⒄	mono
⑫⒃⑿⑤	month
⑫⒅⑧②	mooched
⑫⒅⑵⑹	moods
⑫⒅⑵⑬	moody
⑫⒅⑬⑩	mooing
⑫⒅⑿⑵	mooned
⑫⒅⑿⑹	moons
⑫⒅⑿⑬	moony
⑫⑱⒌⑵	moored
⑫⑱⒌⑹	moors
⑫⒅②⑥	moots
⑫⒄①②	moped
⑫⒄①⑥	mopes
⑫⑰①②	mopped
⑫⑰①⑥	mops
⑫⒌⑳⑪	morale
⑫⒌⑮⑥	morass
⑫⒉⒁⑹	mores
⑫⒉⑶⑹	morgues
⑫⒉⑿⑹	mourns
⑫⒉⑰⑿	moron
⑫⒌⒄⑥	morose
⑫⒉④⒎	morphia
⑫⑰⑾⒄	morrow
⑫⒉②⒌	mortar
⑫⒄⑹⑬	mosey
⑫⑰⑥③	mosque
⑫⑰⑥⑬	mossy
⑫⒄⑥②	most
⑫⒃⑸⒌	mother
⑫⑰⑤⑥	moths
⑫⒄②⒌	motor
⑫⑰②⒄	motto
⑫⒄⑪⑵	mould
⑫⒄⑪②	moult
⑫⑲⑿⑵	mound
⑫⑲⑿②	mount
⑫⒉⑿⑵	mourned
⑫⒉⑿⒌	mourner
⑫⑲⑥②	moused
⑫⑲⑹⒌	mouser
⑫⑲⑥⑬	mousy
⑫⑲⑸⑵	mouthed
⑫⑲⑸⑹	mouths
⑫⒅⑷⑵	moved
⑫⒅⑷⒌	mover
⑫⒅⑷⑹	moves
⑫⒅⑷⑬	movie
⑫⒄⒌⑹	mowers
⑫⑲⑬⑩	mowing
⑫⒄⑬⑩	mowing
⑭⑫①⒀	mp
⑫⒃③②	mucked
⑫⒃③⑥	mucks
⑫⒃③⑬	mucky
⑫⒃⑵⑬	muddy
⑫⒃⑵⑹	muds
⑫⒃④②	muffed
⑫⒃④⑥	muffs
⑫⒃⑶⑵	mugged
⑫⒃⑶⒌	mugger
⑫⒃⑶⑬	muggy
⑫⒃⑶⑹	mugs
⑫⒃⑪⑧	mulch
⑫⒏⑪⑹	mules
⑫⒃⑪⑯	mullah
⑫⒃⑪⑵	mulled
⑫⒃⑪⑹	mulls
⑫⒃⑫⒌	mummer
⑫⒃⑫⑬	mummy
⑫⒃⑫⑹	mums
⑫⒃⑿⑧	munch
⑫⒋⑵⒌	murder
⑫⒋③⑬	murky
⑫⒋⑫⒌	murmur
⑫⒋④⑬	murphy
⑫⒏⑹⑵	mused
⑫⒃⑦⑬	mushy
⑫⒃⑥③	musk
⑫⒃⑥②	must
⑫⒏②⑥	mutes
⑫⒃②⒌	mutter
⑫⒃②⑥	mutts
⑫⒃⑹⑬	muzzy
⑫⒂⑿⑯	mynah
⑫⑬⑤⑥	myths
⑿⑮④⑬	naafi
⑿⑮⑴⑵	nabbed
⑿⑮⑴⑹	nabs
⑿⒁③⒌	nacre
⑿⒁⑵⒍	nadir
⑿⑮⑶⑵	nagged
⑿⑮⑶⒌	nagger
⑿⑮⑶⑹	nags
⑿⒂⑮⑵	naiad
⑿⒁⑪⑵	nailed
⑿⒁⑪⑹	nails
⑿⒂⑾⑯	naira
⑿⒂⒀⑷	naive
⑿⒁⑫⑵	named
⑿⒁⑫⒌	namer
⑿⒁⑫⑹	names
⑿⑮⑿⑬	nanny
⑿⒁①⑥	napes
⑿⑮①⑬	nappy
⑿⒈③②	narked
⑿⒈③⑥	narks
⑿⒌⒁②	narrate
⑿⑮⑾⒄	narrow
⑿⑮②⒌	natter
⑿⑮②⑬	natty
⑿⒁⑧⒌	nature
⑿⒇②⑥	noughts
⑿⒇②⑬	naughty
⑿⒇⑹⒎	nausea
⑿⑮⑷⑬	navvy
⑿⒁⑷⑬	navy
⑭⑿⑴⒀	nb
⑿⒀①⑥	neaps
⑿⒍⑴⒂	nearby
⑿⒍⑬⑩	nearing
⑿⒍⑪⑬	nearly
⑿⒀②⒌	neater
⑿⑭③②	necked
⑿⑭③⑥	necks
⑿⒀⑵⑬	needy
⑿⒁⑴⒌	neighbour
⑿⒁⑬⑩	neighing
⑿⒂⑸⒌	neither
⑿⑭⑪⑬	nelly
⑿⒀⑰⑿	neon
⑿⑭④⒏	nephew
⑿⒋⑷⑵	nerved
⑿⒋⑷⑹	nerves
⑿⒋⑷⑬	nervy
⑿⑭⑥②	nest
⑿⑭⑸⒌	nether
⑿⑭②⑥	nets
⑿⒏②⒌	neuter
⑿⑭⑷⒌	never
⑿⒏⑯⑪	newel
⑿⒏⑪⑬	newly
⑿⒏⑹⑬	newsy
⑿⒏②⑥	newts
⑿⑬⑴⑹	nibs
⑿⒂⑥⒌	nicer
⑿⑬③②	nicked
⑿⑬③⑥	nicks
⑿⑬④⑥	niffs
⑿⑬④⑬	niffy
⑿⑬⑶⒌	nigger
⑿⒂②⑬	nightie
⑿⑬⑪⑬	nilly
⑿⒂⑿⑹	nines
⑿⑬⑿⑬	ninny
⑿⒂⑿⑤	ninth
⑿⑬①②	nipped
⑿⑬①⒌	nipper
⑿⑬①⑬	nippy
⑿⑬①⑥	nips
⑿⒂⑥⒂	nisi
⑿⒂②⒌	nitre
⑿⒄⑵⑹	nodes
⑿⑰⑵⑹	nods
⑿⒄⑯⑪	noel
⑿⒄⑽⑲	nohow
⑿⒆⑹⑵	noised
⑿⒆⑹⑬	noisy
⑿⑰⑿⑥	nonce
⑿⑱③⑥	nooks
⑿⒅⑥②	noosed
⑿⒉⑫⑹	norms
⑿⒄⑹⑵	nosed
⑿⒄⑹⑬	nosy
⑿⑰⑦②	noshed
⑿⑰⑧②	notched
⑿⒄②⑥	notes
⑿⒅⑶⑳	nougat
⑿⑲⑿⑹	nouns
⑿⒅⑷⒄	nouveau
⑿⒄⑷⑯	nova
⑿⒄⑷⒀	novae
⑿⒄⑼⒊	nowhere
⑿⒃⑴⑹	nubs
⑿⒏⑵⑹	nudes
⑿⒃⑻⑵	nudged
⑿⒏③⑥	nukes
⑿⒃⑫⑵	numbed
⑿⒃⑫⑹	numbs
⑿⒃⑿⑹	nuns
⑿⒋⑥②	nursed
⑿⒋⑥⑬	nursey
⑿⒋⑧⒌	nurture
⑿⒃②⑥	nuts
⑿⒃②⑬	nutty
⑿⑬⑫④	nymph
⒄④⑬⑦	oafish
⒄③⑯⑿	oaken
⒄③⑯⑫	oakum
⒄⒁①⒀	oap
⒄⑥②⑥	oasts
⒄⑴⒀⑥	obese
⑯⑴⒁⑵	obeyed
⑯⑴⒁⑹	obeys
⒄⑴⑬⑹	obis
⒄⑴⒄⑹	oboes
⑯③⒋⑵	occurred
⑯③⒋⑹	occurs
⒄⑦⑯⑿	ocean
⑰⑵⑪⑬	oddly
⒄⑵⒎⑥	odious
⒄⑵⒎⑫	odium
⒄⑵⒌⑹	odours
⑰④⑯⑪	offal
⑰④⒌⑵	offered
⑰④⒌⑹	offers
⑰④⑬⑥	office
⑰④⑬⑩	offing
⑰④⑬⑦	offish
⑰④⑦⒉	offshore
⑰④⑯⑿	often
⒄⑶⑯⑪	ogle
⒄⑶⒌⑹	ogres
⒆⑪⒌⑹	oilers
⒆⑪⑬⒌	oilier
⒆⑪⑬⑩	oiling
⒆⑩③②	oinked
⒆⑩③⑥	oinks
⒄③⒁⑵	okayed
⒄③⒁⑹	okays
⒄③⑾⑯	okra
⒄⑪⑵⒌	older
⑰⑪⑬⑷	olive
⒄⑫⑯⑿	omen
⒄⑫⑬②	omit
⑼⒃⑿⑥	once
⑼⒃⑿⑹	ones
⒄⑿⑪⑬	only
⑰⑿⑦⒉	onshore
⑰⑿②⒅	onto
⒄⑿⑯⑥	onus
⒅⑹⑯⑹	oozes
⒅⑹⑬⒌	oozier
⒅⑹⑬⑩	oozing
⒄①⑯⑪	opal
⒄①⒁③	opaque
⒄①⑯⑿	open
⑰①⒌⑯	opera
⒄①⒎②	opiate
⑯①⒂⑿	opine
⒄①⒎⑫	opium
⑯①⒄⑹	oppose
⑯①⒏⑿	oppugn
⑰①②⑥	opts
⒄①⑯⑥	opus
⒉⑯⑪⑬	orally
⒉⑯⑪⑹	orals
⑰⑾⒁②	orate
⒉⑴⑬②	orbit
⒉⑧⒌⑵	orchard
⒉③⑬⑵	orchid
⒉③⑬⑥	orchis
⒉⑵⒁⑿	ordain
⒉⑵⒀⑪	ordeal
⒉⑵⒌⑵	ordered
⒉⑵⒌⑹	orders
⒉⑶⑯⑿	organ
⒉⑻⑬⑹	orgies
⒉⒎⑪⑹	oriels
⒉⒎⑿②	orient
⒉⑪⑰①	orlop
⒉⑿⒁②	ornate
⒉⑿⒌⑬	ornery
⒉④⑯⑿	orphan
⑰⑥③⒌	oscar
⒄⑹⒍⑹	osiers
⑰⑥⒎⑥	osseous
⑰⑥⑪⒌	ostler
⒃⑸⒌⑹	others
⑰②⒌⑹	otters
⑼⒀⑻⑯	ouija
⑲⑥②⑥	ousts
⑲②⑵⒅	outdo
⑲②⑵⒉	outdoor
⑲②⑯⑵	outed
⑲②⑶⒄	outgo
⑲②⑬⑩	outing
⑲②⑪⒇	outlaw
⑲②⑪⒁	outlay
⒅②⑾⒁	outré
⑲②⑷⒂	outvie
⑲②⑼⒊	outwear
⑲②⑼⒁	outweigh
⑲②⑼⒉	outwore
⒅⑹⑯⑪	ouzel
⒄⑷⑯⑪	oval
⒄⑷⒌⑬	ovary
⒃⑷⑯⑿	oven
⒄⑷⒌⒇	overawe
⒄⑷⒌⑹	overs
⒄⑷⒋②	overt
⒄⑷⒆⑵	ovoid
⒄⑷⑯⑫	ovum
⑲⑪⑯②	owlet
⑲⑪⑬⑦	owlish
⒄⑿⒌⑹	owners
⒄⑿⑬⑩	owning
⑰③⑥⒂	oxeye
⒄⑨⑭⑥	oyes
⒄⑨⑭⑹	oyez
⒆⑥②⒌	oyster
⒄⑹⒄⑿	ozone
①⒁⑥②	paste
①⑮③②	packed
①⑮③⒌	packer
①⑮③⑥	packs
①⑮⑵⑬	paddy
①⑮⑵⑹	pads
①⒎⑿⑹	paeans
①⒎⑿⑬	peony
①⒁⑻⑵	paged
①⒁⑪⑹	pails
①⒁⑿⑵	pained
①⒁⑿⑹	pains
①⒁⑿②	paint
①⒊⑬⑩	pairing
①⒁⑪⑵	paled
①⒁⑪⒌	paler
①⑮⑪⑵	palled
①⒇⑪⑵	palled
①⑮⑪⒌	pallor
①⒇⑪⑹	palls
①⑮⑪⑬	pally
①⑳⑫⑵	palmed
①⑳⑫⒌	palmer
①⑳⑫⑹	palms
①⑳⑫⑬	palmy
①⑮⑪⑹	pals
①⑮⑩⑹	pangs
①⑮⑿⑵	panned
①⑮⑿⒍	pannier
①⑮⑿⑹	pans
①⑮⑿②	pant
①⑯①⑳	papa
①⒇①⒇	pawpaw
①⒁①⒌	paper
①⑮⑾⑯	para
①⒌⒁⑵	parade
①⒈⑧②	parched
①⒈④⒁	parfait
①⒌⒂⑯	pariah
①⒈③⑯	parka
①⒈③②	parked
①⒈③⑥	parks
①⒈③⑬	parky
①⒈⑪⑬	parley
①⒈⑪⒌	parlour
①⒈⑫⑬	parmie
①⒌⒄⑪	parole
①⒈③⒁	parquet
①⑮⑾⑬	parry
①⒈⑹⑵	parsed
①⒈⑥⒀	parsee
①⒈②⒊	parterre
①⒈②⑥	parts
①⒈②⑬	party
①⑳⑦⑯	pasha
①⑮⑥⒁	passe
①⑳⑥②	past
①⑮⑧②	patched
①⑮⑧⑬	patchy
①⑮②⒁	pate
①⒁②⒌	pater
①⒁②⑥	pates
①⑳⑸⑹	paths
①⑮②⑥	pats
①⑮②⒌	patter
①⑮②⑬	patty
①⒇⑿⑧	paunch
①⒇①⒌	pauper
①⒇⑹⑵	paused
①⒁⑷⑵	paved
①⒁⑷⑹	paves
①⒇⑬⑩	pawing
①⒇③⑬	pawky
①⒇⑿⑵	pawned
①⒇⑿⑹	pawns
①⒁⑵⒁	payday
①⒁⒀⑹	payees
①⒁⒌⑹	payers
①⒁⑬⑩	paying
①⒁⑰④	payoff
①⒀⑥⒀	pc
①⒀⑧②	peached
①⒀③②	peaked
①⒀③⑥	peaks
①⒀③⑬	peaky
①⒀⑪⑵	peeled
①⒀⑪⑹	peals
①⒋⑪⑵	purled
①⒋⑪⑹	pearls
①⒋⑪⑬	pearly
①⒀②⑬	peaty
①⑭③②	pecked
①⑭③⒌	pecker
①⑭③⑥	pecks
①⒀⑬⑩	peeing
①⒀⑪⒌	peeler
①⒀①②	peeped
①⒀①⒌	peeper
①⒀①⑥	peeps
①⒍⑬⑻	peerage
①⒍⑭⑥	peeress
①⒍⑬⑩	peering
①⒀⑷⑵	peeved
①⒀⑷⑹	peeves
①⑭⑶⑵	pegged
①⑭⑶⑹	pegs
①⒀③⒄	pekoe
①⑭⑪④	pelf
①⑭⑪②	pelt
①⑭⑿⑥	pence
①⑭⑿⑵	penned
①⑭⑿⑬	penny
①⑭⑿⑹	pens
①⑭①②	pepped
①⑭①⒌	pepper
①⑭①⑥	peps
①⒋⑧②	perched
①⒍⒎⑵	period
①⒍⑬⑹	peris
①⒋⑻⒌	perjure
①⒋③②	perked
①⒋③⑥	perks
①⒋③⑬	perky
①⒋⑫⑵	permed
①⒋⑫⑹	perms
①⒌⒅③	perruque
①⑭⑾⑬	perry
①⒌⒅⑹	peruse
①⒁⑥⒄	peso
①⑭⑥②	pest
①⒀②⒌	peter
①⑭②⑥	pets
①⑭②⑬	petty
①⒏②⒌	pewter
④⒊⒄⑹	pharaohs
④⒊⒀⑹	phares
④⒊⑰⑥	pharos
④⒁⑹⑵	phased
④⒂⑯⑪	phial
④⑪⑭⑫	phlegm
④⒄⑴⒎	phobia
④⒄⑿⑵	phoned
④⒄⑿⑹	phones
④⒄⑿⑬	phoney
④⒄②⒄	photo
①⒂③⑯	pica
①⑬③②	picked
①⑬③⒌	picker
①⑬③⑥	picks
①⒀⑥②	pieced
①⒍⑥②	pierced
①⒍⒄⑹	pierrots
①⒂④⑬	pifey
①⑬⑶⑵	pigged
①⑬⑶⑬	piggy
①⑬⑶⑹	pigs
①⒂③⑥	pikes
①⑬⑪⑲	pilau
①⒂⑪⑵	piled
①⒂⑪⑹	piles
①⑬⑪⒌	pillar
①⑬⑪⒄	pillow
①⑬⑪⑹	pills
①⑬⑫①	pimp
①⑬⑿⑧	pinch
①⒂⑿⑵	pined
①⒂⑿⑹	pines
①⑬⑩⑵	pinged
①⑬⑩⑹	pings
①⑬⑩③	pink
①⑬⑿⑵	pinned
①⑬⑿⑬	pinny
①⑬⑿⑹	pins
①⒂⑿②	pint
①⒂⑯⑿	pion
①⒂⑯⑥	pious
①⒂①②	piped
①⒂①⒌	piper
①⒂①⑥	pipes
①⑬①②	pipped
①⑬①⑥	pips
①⑬⑥②	pissed
①⑬⑧②	pitched
①⑬⑧⒌	pitcher
①⑬⑤⑬	pithy
①⑬②⑥	pits
①⑬②⑬	pity
①⑪⒁⑥	place
①⑪⑳⑺	plage
①⑪⒁⑻	plage
①⑪⒁⑶	plague
①⑪⑮⑵	plaid
①⑪⒁⑿	plane
①⑪⑮②	plait
①⑪⑮⑿	plan
①⑪⑳③	plaque
①⑪⑮⑦	plash
①⑪⒁②	plate
①⑪⒁⑵	played
①⑪⒁⒌	player
①⑪⒁⑹	plays
①⑪⒀⑧	pleach
①⑪⒀⑵	plead
①⑪⒀⑹	please
①⑪⒀②	pleat
①⑪⑭⑴	pleb
①⑪⑭⑵	pled
①⑪⑭⑻	pledge
①⑪⒂⑵	plied
①⑪⒂⑹	plies
①⑪⒂②	plight
①⑪⑰⑵	plod
①⑪⑰①	plop
①⑪⑰②	plot
①⑪⑲⑵	ploughed
①⑪⑲⑹	ploughs
①⑪⒆⑹	ploys
①⑪⒃③	pluck
①⑪⒃⑶	plug
①⑪⒃⑫	plum
①⑪⒅⑫	plume
①⑪⒃⑥	plus
①⑪⒃⑦	plush
①⒀⑭⑫	pm
①⒄⑧②	poached
①⒄⑧⒌	poacher
①⑰③②	pocked
①⑰③⑥	pox
①⑰⑻⑬	podgy
①⑰⑵⑹	pods
①⒄⑯⑫	poem
①⒄⑯②	poet
①⒆⑿②	point
①⒆⑹⑵	poised
①⒄③②	poked
①⒄③⒌	poker
①⒄③⑥	pokes
①⒄③⑬	poky
①⒄⑪⒌	polar
①⒄⑪⑹	poles
①⒄⑪⑵	polled
①⑰⑪⑹	polls
①⒄⑪⒄	polo
①⑰⑪⑬	poly
①⑰⑫⑬	pommy
①⑰⑫①	pomp
①⑰⑫⑹	poms
①⑰⑿⑥	ponce
①⑰⑿⑵	pond
①⒄⑿⑹	pones
①⒄⑿⑬	pony
①⒅④⑥	poofs
①⒅⑪⑵	pooled
